F1,F3,F4,F5,F8,F9,F10,F11,F12,F13,EXPOSURE,Predicted_number_of_claims
F,14,2,2,H1,S1,M3,L3,E,1,1,0
F,13,14,2,M1,S2,M1,L4,B,0,3,0
F,10,10,2,M2,S1,M2,L3,D,0,5.92,0
P,5,0,2,M1,S2,M1,L1,B,2,2,0
F,2,6,2,H1,S0,M2,L3,D,0,1,0
F,1,2,2,M2,S2,M2,L2,D,5,3.74,0
F,10,10,2,M1,S0,M1,L1,D,1,1,0
F,13,6,2,M2,S0,M2,L4,D,0,0.34,0
F,1,6,3,M2,S2,M1,L1,D,0,13,0
F,10,14,2,M1,S2,M2,L2,D,0,3.51,0
F,12,4,2,M1,S2,M1,L2,B,1,2,0
F,2,8,2,M2,S1,M1,L4,D,0,1.32,0
F,10,10,2,M2,S0,M2,L1,D,0,3.29,0
F,11,20,2,H1,S2,M3,L1,B,0,3.11,0
F,1,0,2,M1,S2,M2,L2,D,3,4,0
F,6,20,3,C,S3,M3,L1,B,0,1,0
F,1,6,3,H2,S1,M3,L2,D,0,5,0
F,12,10,2,M1,S1,M0,L2,D,0,7.73,0
F,8,4,2,H1,S1,M2,L2,D,1,3.41,0
F,12,2,2,M1,S2,M1,L3,D,0,2,0
F,2,20,2,C,S1,M0,L2,D,0,2,0
P,14,0,2,M1,S3,M1,L1,B,0,7,0
F,1,0,2,M2,S1,M3,L2,B,2,2,0
F,6,6,2,H1,S2,M2,L1,D,0,1,0
P,12,2,2,M1,S3,M1,L2,D,0,1,0
F,4,8,2,M1,S2,M0,L1,B,0,2,0
F,6,0,2,H2,S2,M3,L1,D,4,1,0
F,1,10,3,M2,S3,M2,L2,D,1,2,0
P,4,2,2,H1,S1,M2,L3,D,2,0.26,0
F,14,0,2,M1,S2,M2,L4,D,0,0.51,0
F,2,0,2,M2,S3,M2,L2,D,2,1.13,0
F,1,14,2,M1,S3,M0,L4,B,0,4,0
F,5,10,1,M1,S2,M1,L1,B,0,2,0
F,3,6,2,M1,S2,M1,L4,D,1,0.09,0
F,4,14,2,H1,S3,M3,L2,B,1,1,0
F,13,14,2,C,S0,M0,L2,D,0,2,0
F,4,10,2,M2,S1,M2,L3,B,0,2,0
F,5,0,2,M1,S3,M1,L1,D,1,1,0
P,3,10,2,H1,S5,M3,L2,B,0,1,0
F,14,10,2,M1,S3,M1,L3,D,0,1.37,0
F,1,4,2,M2,S1,M1,L2,D,3,2,0
F,6,2,2,M2,S3,M2,L2,D,1,1,0
F,2,10,1,M1,S2,M1,L1,B,0,1,0
F,8,10,2,H1,S1,M2,L3,D,0,3,0
F,7,2,2,M1,S1,M1,L1,B,1,2,0
F,6,6,2,H1,S2,M3,L2,D,0,3.19,0
F,14,0,2,M1,S3,M2,L1,B,1,1,0
F,10,0,2,H1,S2,M1,L2,E,1,1,0
F,11,6,2,M1,S1,M2,L1,B,1,1,0
F,11,6,2,M1,S2,M2,L2,D,0,3.86,0
F,13,4,2,M1,S0,M0,L2,D,0,3,0
F,1,10,1,H1,S3,M2,L1,B,0,1.85,0
P,13,0,2,M2,S5,M2,L2,D,2,2,0
F,11,6,2,H1,S1,M3,L3,D,0,2.89,0
F,1,6,2,H2,S1,M2,L4,D,0,1,0
P,1,2,2,M1,S5,M1,L2,B,2,1,0
F,6,6,2,H1,S1,M3,L1,D,1,1,0
F,12,6,2,M1,S1,M1,L2,B,1,1,0
F,1,10,2,C,S3,M2,L1,B,0,4.47,0
F,8,2,2,M1,S2,M1,L3,B,0,1.57,0
P,12,2,2,H1,S5,M3,L3,D,3,1,0
F,4,10,2,H2,S1,M2,L2,D,0,1,0
F,3,0,2,M1,S3,M2,L2,B,1,1,0
F,14,2,2,H1,S1,M3,L3,D,1,1.84,0
F,2,4,2,M2,S1,M2,L3,D,1,9.19,0
F,15,4,2,H1,S3,M3,L2,D,0,0.11,0
F,13,10,2,M1,S2,M1,L1,B,1,1,0
F,10,14,2,M1,S0,M1,L3,B,0,4.38,0
F,2,4,2,H1,S3,M2,L1,D,0,5,0
F,12,10,2,H1,S2,M3,L3,D,0,0.33,0
F,8,8,2,M1,S1,M1,L2,B,1,1,0
P,3,0,2,M1,S2,M2,L1,B,2,1.54,0
F,10,14,2,M2,S1,M3,L2,D,0,1.69,0
P,5,14,2,M1,S1,M0,L1,B,0,0.6,0
F,2,6,2,M1,S2,M1,L1,B,1,1.28,0
P,15,2,3,M2,S5,M2,L3,D,0,1.61,0
F,11,6,2,M1,S3,M2,L2,B,1,1.78,0
F,6,0,2,M2,S3,M2,L2,B,3,1,0
P,14,0,2,H2,S0,M3,L2,D,3,0.34,0
F,10,10,2,C,S1,M0,L4,B,0,1,0
F,7,8,2,M2,S1,M1,L1,D,1,0.77,0
F,12,20,1,C,S1,M1,L1,B,0,1,0
F,15,14,2,H1,S2,M2,L2,D,0,1,0
F,4,8,2,M2,S2,M1,L2,B,1,1,0
P,5,0,2,H2,S5,M3,L2,D,4,1,0
F,3,4,2,H1,S3,M2,L2,D,2,2,0
F,6,14,2,M2,S1,M1,L4,D,0,1,0
F,7,8,2,H2,S5,M3,L3,D,2,1,0
F,6,10,2,H2,S3,M3,L4,D,0,1,0
F,11,2,2,H1,S1,M2,L2,D,1,0.64,0
F,9,6,2,M2,S5,M1,L2,D,0,1,0
F,12,10,2,M1,S0,M2,L1,D,0,2,0
F,6,20,3,C,S2,M3,L1,B,0,1,0
F,1,2,2,H1,S1,M1,L2,E,1,1,0
F,1,2,3,H2,S1,M3,L1,D,3,1,0
F,1,4,2,H2,S3,M3,L1,D,3,2,0
F,14,14,2,H2,S2,M3,L3,D,0,1,0
P,1,6,2,H1,S5,M3,L1,D,0,1,0
P,5,4,2,M2,S1,M1,L3,D,0,1,0
F,10,10,2,C,S2,M1,L1,D,0,1,0
F,13,2,2,M2,S1,M2,L2,D,0,1.22,0
F,2,6,2,M2,S2,M3,L2,D,1,1,0
F,4,2,2,H1,S2,M3,L2,D,3,1,0
F,12,8,1,M1,S5,M0,L1,B,0,1,0
F,3,6,2,M2,S2,M1,L2,B,0,0.39,0
F,13,6,2,M2,S1,M1,L3,D,1,0.3,0
F,4,0,2,C,S2,M0,L1,B,0,1,0
F,14,8,3,M1,S2,M2,L2,D,0,1,0
P,1,2,3,M2,S5,M2,L3,D,0,1.86,0
F,3,14,2,H1,S1,M3,L1,D,1,1,0
P,1,2,3,H1,S5,M2,L1,D,4,1,0
P,10,4,2,H1,S5,M3,L2,D,0,1.93,0
F,11,2,2,H2,S1,M3,L4,D,0,1,0
P,11,14,2,M1,S5,M0,L2,B,0,1,0
F,11,4,2,M1,S2,M0,L1,B,0,1,0
F,9,20,3,C,S1,M1,L2,D,0,1,0
F,3,6,2,H2,S2,M3,L2,D,2,0.15,0
F,5,20,2,M2,S3,M2,L2,D,0,0.19,0
F,1,0,3,M1,S1,M1,L1,D,2,1,0
F,2,4,3,M2,S3,M2,L3,D,0,1,0
P,10,14,2,C,S5,M1,L2,B,0,1,0
F,11,2,2,M2,S0,M1,L3,B,0,0.67,0
F,8,4,2,M2,S3,M2,L2,D,3,0.32,0
F,1,2,3,M2,S1,M2,L1,D,1,1,0
F,8,2,2,M2,S3,M1,L2,D,2,1,0
F,14,20,3,C,S0,M0,L1,D,0,1,0
F,14,2,2,H1,S1,M3,L2,D,3,0.09,0
F,1,4,3,H1,S2,M3,L1,D,0,1,0
P,3,4,2,H1,S1,M2,L2,D,1,1,0
F,14,20,3,M2,S1,M1,L2,B,0,0.71,0
F,8,2,1,M1,S3,M0,L1,B,0,1,0
F,1,20,2,M1,S2,M0,L1,D,0,159.73,2
F,11,14,2,M1,S1,M1,L1,B,0,173.17,5
F,1,8,2,M2,S3,M2,L1,B,0,38.98,1
P,3,4,2,M1,S5,M1,L3,D,0,4.75,0
F,1,0,2,C,S2,M1,L2,B,0,22,0
F,12,14,2,M2,S1,M2,L2,B,0,7,0
F,1,6,3,M2,S3,M2,L2,D,0,14.46,1
F,1,8,2,M1,S3,M1,L2,D,1,2.77,0
F,10,10,2,M2,S0,M2,L2,D,0,18.9,1
F,13,0,2,M1,S2,M1,L2,B,0,14.21,1
F,10,20,2,M2,S2,M1,L1,D,0,6,0
P,3,0,2,M1,S1,M1,L1,B,4,0.47,0
F,13,6,2,M2,S0,M1,L2,D,0,2.69,0
F,15,14,2,C,S0,M0,L1,B,0,5.74,0
F,1,10,2,M2,S1,M1,L3,D,0,32.39,1
F,3,8,2,M2,S1,M2,L2,D,0,107.49,3
F,8,10,2,M1,S3,M1,L2,B,0,28.18,1
F,11,10,3,H1,S1,M2,L2,D,0,1.55,0
P,14,0,2,M1,S2,M1,L1,D,0,2,0
F,1,2,2,M2,S3,M1,L1,B,1,10,0
F,2,4,2,C,S3,M1,L1,B,0,6,0
F,1,4,2,H1,S3,M2,L2,D,0,42.13,1
F,7,4,2,H1,S1,M2,L2,D,1,5,0
F,7,2,2,M1,S1,M1,L3,D,0,16.88,1
P,1,4,2,M1,S1,M2,L2,D,0,7.98,0
F,14,14,2,M1,S2,M1,L3,D,0,4.09,0
F,1,14,2,M2,S1,M3,L2,B,0,16.77,0
F,9,14,2,M1,S2,M0,L1,D,0,12.3,0
F,3,0,2,M1,S1,M1,L2,B,1,10.95,0
F,4,10,2,M2,S2,M1,L2,D,0,58.2,2
P,8,6,2,M1,S1,M1,L2,B,0,8.14,0
F,4,14,2,M2,S3,M1,L2,B,0,1.71,0
F,1,14,1,H2,S2,M3,L2,B,0,1,0
F,12,20,2,C,S1,M1,L1,B,0,11,0
F,12,6,2,M2,S0,M1,L2,D,0,3.11,0
F,8,10,2,M2,S3,M2,L2,D,1,3,0
F,4,6,2,M1,S1,M0,L2,D,0,3,0
F,3,2,2,M2,S1,M1,L3,D,0,5.8,0
F,1,2,2,M2,S5,M2,L2,D,3,3,0
P,13,2,2,M1,S5,M0,L1,B,0,1,0
F,14,8,2,M2,S3,M3,L2,D,0,0.25,0
F,2,10,3,H2,S1,M3,L3,D,1,1,0
F,1,6,2,M2,S2,M1,L2,B,0,20.85,0
P,5,2,3,M2,S5,M1,L2,D,0,1,0
F,1,6,2,M2,S3,M2,L1,B,3,1,0
P,6,0,2,M2,S5,M3,L2,D,2,1,0
F,1,14,2,M1,S2,M2,L1,D,1,3,0
F,14,20,2,M2,S0,M2,L1,B,0,0.92,0
P,14,8,2,M1,S1,M1,L2,B,0,7.25,0
F,15,14,2,M1,S1,M1,L4,D,0,2,0
P,2,0,3,H1,S5,M2,L1,D,1,1,0
P,8,2,2,M1,S5,M2,L2,D,0,1.82,0
F,10,14,2,C,S0,M1,L3,B,0,1.63,0
F,1,8,2,M2,S1,M3,L2,D,1,3,0
F,2,0,2,M2,S1,M2,L1,D,4,2.9,0
F,1,8,3,M1,S3,M1,L2,D,0,4.49,0
F,12,2,2,M2,S1,M3,L3,D,1,1,0
F,2,14,2,H1,S2,M3,L2,D,0,4,0
F,12,8,2,M2,S0,M2,L2,B,0,1,0
P,14,0,2,M1,S1,M2,L1,B,1,3,0
F,7,10,2,M1,S1,M0,L2,B,0,13.05,0
F,1,2,2,M2,S2,M1,L2,D,4,3.31,0
F,6,0,2,M2,S2,M1,L1,D,2,3,0
F,1,10,1,M1,S2,M1,L2,B,0,4.93,0
F,4,10,2,H2,S2,M3,L1,D,0,5,0
F,14,20,3,C,S1,M2,L1,B,0,2.31,0
F,3,20,3,M1,S3,M0,L2,D,0,2,0
F,3,10,3,M2,S5,M2,L1,D,0,1,0
F,8,0,3,M2,S1,M2,L1,B,1,1,0
F,6,14,2,C,S2,M0,L3,E,0,1,0
F,1,0,3,M1,S5,M1,L1,D,0,1,0
F,13,8,2,M2,S1,M2,L2,D,1,1,0
F,14,14,2,M2,S3,M2,L1,D,0,0.11,0
F,9,6,2,H1,S2,M1,L2,D,1,1,0
F,5,4,2,M2,S3,M2,L2,B,0,0.83,0
F,1,4,3,H1,S1,M2,L3,D,1,0.71,0
F,11,4,2,M1,S2,M1,L4,D,0,1,0
F,11,20,2,M1,S3,M0,L1,B,0,4,0
F,6,20,2,M1,S1,M1,L4,B,0,0.32,0
F,11,6,2,M1,S2,M1,L4,D,0,1.58,0
F,15,4,2,M1,S1,M1,L1,B,0,1.94,0
F,10,4,2,M2,S1,M2,L3,D,2,2.38,0
P,6,6,2,M1,S1,M2,L2,B,0,1,0
F,1,4,2,H2,S1,M3,L4,D,3,1,0
F,1,10,2,M2,S1,M2,L1,B,1,3.03,0
F,3,20,1,H2,S2,M2,L2,B,0,1,0
F,14,4,2,H1,S2,M2,L1,D,1,0.12,0
F,13,2,2,M2,S1,M1,L2,D,1,1,0
F,7,2,2,C,S3,M1,L1,B,0,1,0
P,1,6,2,C,S5,M0,L1,B,0,1,0
F,10,8,2,M1,S0,M1,L3,D,0,2,0
F,3,0,2,M2,S3,M1,L1,D,0,3.4,0
P,10,8,3,M2,S5,M1,L2,D,0,2,0
F,1,6,3,M2,S2,M1,L4,D,0,2,0
F,1,8,2,M2,S5,M3,L2,D,0,1,0
F,11,6,2,M2,S1,M2,L4,B,0,1,0
F,1,2,3,M2,S2,M1,L2,D,1,2,0
F,14,4,2,H2,S2,M3,L2,D,0,1.5,0
F,4,10,2,M2,S3,M2,L2,B,1,0.37,0
F,12,2,2,H1,S1,M3,L3,D,1,1,0
F,3,10,2,M2,S0,M1,L2,D,0,0.83,0
F,13,4,2,H1,S0,M2,L3,D,1,0.65,0
P,3,10,2,M1,S2,M1,L3,B,0,1,0
F,13,14,2,M1,S3,M2,L2,B,1,1,0
F,1,0,3,M1,S1,M2,L1,B,3,2,0
F,6,6,2,C,S1,M1,L3,B,0,1,0
F,5,0,2,M2,S1,M1,L1,D,0,4,0
F,4,0,2,H2,S2,M3,L3,D,1,1,0
F,4,4,2,M1,S1,M1,L4,B,0,3,0
F,4,4,2,M1,S3,M1,L3,D,0,2.8,0
F,6,8,2,H1,S2,M3,L2,D,1,1,0
F,13,6,2,H2,S1,M3,L2,D,2,1,0
P,8,0,3,H2,S5,M2,L1,D,0,1,0
F,7,6,3,H1,S5,M2,L2,D,0,1,0
F,15,8,2,M1,S1,M1,L1,B,0,3,0
P,14,8,2,M2,S5,M2,L1,D,0,1,0
F,12,6,2,M2,S0,M3,L2,B,0,0.12,0
F,2,2,2,H2,S5,M3,L3,D,1,1,0
F,1,6,2,M1,S2,M2,L3,D,1,1,0
F,3,20,2,M1,S2,M0,L4,D,0,0.62,0
F,4,20,2,M2,S2,M0,L1,D,0,1,0
F,14,20,2,M2,S5,M1,L1,B,0,0.09,0
F,2,20,2,M2,S2,M2,L1,D,0,1.49,0
F,2,6,2,H2,S1,M2,L3,D,1,1,0
P,14,10,2,C,S1,M1,L1,B,0,1,0
F,10,8,2,M1,S3,M2,L2,D,0,2,0
F,13,2,2,C,S3,M1,L2,B,0,0.48,0
F,11,20,3,M2,S2,M3,L2,B,0,0.16,0
F,14,0,2,M1,S3,M1,L1,B,2,1,0
F,9,2,2,M1,S0,M2,L2,B,1,0.78,0
F,3,8,2,C,S1,M0,L1,D,0,1,0
P,10,2,2,H1,S5,M2,L2,D,3,1,0
F,1,4,2,M2,S3,M2,L2,B,2,0.38,0
F,11,0,2,M1,S2,M1,L2,D,3,1,0
P,3,0,2,M2,S1,M3,L2,D,1,1,0
F,1,8,2,M1,S2,M0,L3,B,0,1,0
F,5,14,3,M2,S2,M2,L1,D,0,1,0
P,2,0,2,M1,S5,M2,L1,D,1,1,0
F,1,14,3,C,S3,M0,L2,B,0,0.91,0
F,8,2,2,M2,S1,M1,L1,B,0,1,0
F,1,8,2,M1,S2,M1,L2,B,0,2884.24,71
F,1,4,2,M1,S2,M1,L1,D,0,298.06,6
F,1,10,2,H2,S2,M3,L1,B,0,13.56,0
F,10,4,2,M1,S2,M1,L2,B,0,33.24,1
F,1,8,2,M2,S2,M2,L3,D,0,117.6,4
F,10,10,2,M1,S1,M1,L2,D,0,225.4,9
F,6,10,2,M1,S1,M1,L4,D,0,4.53,0
P,12,2,2,M1,S5,M1,L2,B,0,12.67,1
F,4,4,2,M1,S2,M2,L1,B,0,6,0
P,1,8,2,M1,S2,M1,L1,B,0,12.14,0
F,8,14,3,M1,S1,M1,L2,D,0,3.84,0
F,1,6,2,M1,S3,M2,L1,B,0,103.34,3
F,10,4,2,M1,S3,M1,L1,B,0,20,1
F,5,14,2,M1,S3,M1,L1,B,0,105.6,4
F,11,20,2,M2,S3,M1,L1,B,0,1,0
F,1,20,3,C,S2,M0,L1,D,0,6.16,0
F,4,2,2,M1,S2,M1,L1,B,0,38.55,1
F,5,6,2,M1,S1,M1,L4,D,0,3.77,0
F,14,14,2,C,S0,M1,L1,B,0,20.07,1
F,6,8,3,H1,S1,M2,L2,D,0,2,0
F,7,20,2,H1,S3,M2,L1,D,0,1,0
F,2,2,2,H1,S1,M2,L2,D,2,3.5,0
F,1,0,2,H1,S1,M2,L3,D,1,3.79,0
F,10,6,2,H1,S1,M2,L1,E,0,1,0
F,3,4,2,M1,S2,M1,L3,B,0,7.12,0
P,1,4,2,H1,S5,M2,L2,E,0,1,0
F,9,2,2,M1,S0,M1,L2,B,0,6,0
P,3,0,2,M1,S2,M2,L1,B,0,9,0
P,4,0,2,M2,S2,M2,L1,B,4,1,0
F,1,10,2,H2,S3,M2,L2,D,0,6.42,0
F,15,10,2,M1,S1,M2,L2,D,0,5.13,0
F,3,6,2,H1,S1,M2,L1,D,0,3,0
F,7,2,2,H2,S3,M3,L2,D,3,1,0
P,14,10,3,M1,S5,M2,L2,D,0,1.36,0
F,6,2,2,M1,S2,M2,L1,B,2,1,0
F,12,20,2,C,S2,M1,L1,D,0,8.73,0
P,2,2,2,H2,S3,M3,L2,D,1,1,0
F,2,8,1,M1,S2,M1,L1,D,0,1,0
F,1,10,3,M1,S3,M1,L3,D,0,2,0
F,2,2,3,H1,S5,M2,L2,D,1,1,0
F,14,14,2,M1,S1,M2,L1,D,0,1.99,0
F,5,6,2,M1,S3,M1,L3,B,0,1.35,0
P,1,0,2,M1,S2,M0,L1,B,0,5,0
F,9,10,2,H1,S1,M3,L2,D,1,0.15,0
P,3,10,2,M2,S1,M1,L2,D,0,2,0
F,1,8,2,M2,S3,M1,L1,E,0,4,0
P,1,2,2,M2,S1,M2,L3,D,0,4.21,0
F,10,8,2,M1,S3,M0,L3,D,0,1,0
F,1,8,2,H2,S1,M3,L2,E,0,2,0
F,2,4,2,H2,S1,M3,L2,D,3,4,0
F,1,20,2,H1,S2,M2,L2,D,0,4.94,0
F,1,6,2,M1,S1,M2,L2,D,1,1,0
F,9,6,2,M2,S3,M1,L2,B,0,1,0
F,13,8,2,M1,S1,M2,L2,D,0,3.3,0
F,1,0,2,M1,S2,M1,L4,B,0,8.63,0
F,10,4,2,M1,S0,M2,L2,D,0,3.06,0
F,7,2,2,M2,S1,M1,L2,D,3,3,0
F,2,20,3,M2,S2,M1,L2,D,0,2.52,0
F,13,10,2,M1,S1,M3,L1,B,0,0.59,0
P,3,6,2,H2,S1,M2,L2,D,1,0.18,0
F,9,8,2,M2,S5,M2,L2,D,0,1,0
F,3,2,2,H1,S1,M3,L3,D,1,1,0
F,8,2,2,H1,S1,M3,L3,D,5,0.36,0
P,6,0,2,M1,S2,M1,L2,B,3,1,0
P,13,6,2,M1,S5,M1,L2,B,0,3.69,0
F,3,20,2,M1,S2,M1,L1,D,0,10.36,0
F,12,4,2,M1,S1,M1,L4,B,2,1,0
F,10,4,2,M1,S0,M1,L4,D,0,1,0
F,14,8,2,M2,S1,M3,L2,B,0,2.56,0
F,10,0,2,H1,S3,M1,L1,D,1,1,0
F,14,2,2,M2,S0,M1,L2,D,1,1.62,0
F,6,0,2,M2,S2,M1,L2,D,3,1,0
F,5,0,2,H2,S2,M3,L2,B,2,1,0
F,11,4,2,M2,S0,M2,L3,D,2,2,0
F,11,4,2,M1,S3,M1,L2,B,0,5.98,0
F,3,2,2,M2,S3,M2,L2,B,3,1.2,0
F,7,6,2,M1,S0,M2,L2,B,0,1,0
P,6,0,2,M1,S2,M1,L2,B,1,2,0
F,12,10,2,H2,S1,M3,L2,D,0,2,0
F,12,10,2,M2,S2,M3,L2,B,0,0.57,0
P,14,0,3,M2,S1,M2,L1,B,1,1,0
P,2,10,2,M2,S1,M1,L2,D,0,1,0
P,3,8,2,M1,S3,M0,L1,B,0,1,0
F,1,0,2,H2,S3,M3,L1,B,1,1,0
F,14,6,2,C,S2,M0,L2,B,0,0.55,0
F,5,0,2,M2,S1,M2,L2,D,3,3,0
F,9,0,2,H1,S1,M3,L1,B,2,1,0
F,9,10,2,M1,S0,M1,L3,D,0,1,0
F,5,10,2,C,S1,M1,L3,B,0,1,0
F,12,20,1,C,S2,M2,L1,B,0,1,0
F,11,14,1,M1,S1,M0,L2,D,0,0.37,0
F,7,10,3,H2,S3,M3,L2,B,0,1,0
F,3,6,2,M1,S3,M2,L2,B,1,2,0
F,5,10,2,C,S2,M0,L1,D,0,1,0
F,11,10,1,M1,S1,M2,L1,B,0,0.75,0
F,3,4,2,H1,S2,M1,L2,E,0,1,0
P,11,2,2,M1,S1,M1,L2,B,1,1,0
F,3,6,2,H1,S1,M3,L2,B,1,0.49,0
P,9,0,2,H1,S1,M2,L1,D,5,1,0
F,10,20,2,C,S0,M0,L3,D,0,1,0
F,14,4,2,M2,S1,M3,L2,D,0,0.72,0
F,14,0,2,M1,S3,M2,L1,B,3,1,0
F,8,8,2,H2,S2,M3,L3,B,0,1,0
F,11,0,2,M1,S3,M2,L1,B,3,1,0
F,8,14,2,C,S2,M0,L4,B,0,1,0
F,8,2,2,H1,S1,M3,L1,D,1,1,0
F,13,8,2,C,S2,M0,L4,B,0,1,0
F,12,20,3,M1,S1,M1,L2,B,0,1,0
P,3,14,3,M2,S5,M2,L3,D,0,1,0
F,7,20,2,M1,S1,M1,L4,B,0,2,0
F,2,0,2,H1,S1,M3,L1,B,4,1,0
F,2,6,3,M2,S3,M2,L4,B,0,1,0
F,11,2,3,M2,S5,M2,L2,D,0,1,0
P,10,0,2,H1,S5,M2,L1,D,1,1,0
F,4,8,2,M1,S1,M2,L3,B,0,2,0
P,9,8,2,M1,S1,M1,L1,B,0,1,0
F,8,0,2,M2,S2,M1,L1,D,3,1,0
F,1,14,2,H1,S1,M1,L4,D,0,1,0
F,13,2,2,M1,S0,M2,L2,D,0,1,0
F,1,4,2,M2,S3,M3,L3,B,0,1,0
F,6,2,2,M2,S3,M3,L2,B,0,1,0
F,2,14,2,H2,S1,M3,L2,B,0,1.37,0
P,11,4,2,M2,S2,M2,L2,D,0,1,0
F,2,2,2,C,S1,M0,L2,B,0,1,0
F,9,4,2,C,S2,M1,L1,B,0,1,0
F,11,10,2,H1,S1,M2,L3,D,1,0.6,0
P,4,8,2,H2,S5,M3,L2,D,1,1,0
P,13,8,2,H2,S5,M3,L2,D,0,1,0
F,5,4,2,M2,S3,M2,L2,B,3,0.87,0
P,8,4,2,M2,S5,M1,L3,D,0,1,0
F,8,0,3,H1,S1,M2,L1,D,2,1,0
F,10,2,2,M1,S2,M1,L1,B,2,1,0
F,10,14,2,C,S1,M1,L4,B,0,1,0
F,11,20,2,M2,S0,M2,L1,B,0,0.39,0
F,11,2,2,M1,S3,M2,L1,D,0,1,0
F,4,6,2,H2,S3,M3,L2,E,0,1,0
P,5,0,2,M2,S5,M2,L1,D,2,1,0
F,12,14,2,C,S1,M1,L4,B,0,1,0
P,3,4,2,H1,S2,M2,L2,D,1,1,0
F,1,2,2,M1,S2,M2,L2,D,0,97.78,2
P,1,6,2,H1,S5,M3,L2,D,0,12.17,0
F,11,10,2,M1,S0,M1,L1,B,0,67.98,3
F,1,8,3,M1,S2,M2,L4,D,0,1,0
F,12,10,2,M1,S1,M1,L2,D,0,112.75,5
P,5,10,1,M1,S5,M1,L1,B,0,1,0
F,13,6,2,M2,S1,M3,L2,B,1,1,0
P,13,2,3,M2,S5,M1,L2,D,0,2,0
F,1,0,2,H2,S2,M3,L2,D,4,14,0
F,2,6,3,M1,S1,M1,L2,D,0,6,0
F,12,2,2,M1,S2,M2,L2,B,0,5,0
F,9,14,2,M2,S0,M2,L2,D,0,7.36,0
P,6,2,3,M1,S5,M2,L3,B,0,1,0
F,2,0,2,M2,S2,M1,L2,B,1,2,0
P,2,0,2,M1,S2,M2,L1,B,0,10.78,0
F,3,0,2,M2,S2,M1,L1,D,2,3.39,0
F,6,2,3,M2,S2,M2,L3,D,0,1,0
F,11,14,2,M1,S3,M0,L1,B,0,5.75,0
F,3,6,2,M2,S1,M2,L2,D,3,3.32,0
F,5,8,3,M1,S1,M1,L2,D,0,3.58,0
P,10,6,3,M1,S5,M1,L1,D,0,1,0
F,1,4,3,H2,S2,M3,L2,D,1,2,0
F,2,10,2,H1,S1,M3,L2,D,2,1,0
F,5,0,2,H1,S2,M3,L2,D,1,2,0
F,1,2,2,H2,S3,M3,L3,D,1,1.72,0
F,7,10,3,H1,S2,M3,L2,B,0,1,0
F,4,20,3,M2,S1,M1,L2,D,0,1.55,0
F,11,0,2,M1,S2,M2,L1,D,0,1,0
F,13,0,2,H1,S1,M3,L3,D,0,1,0
P,14,10,2,M2,S2,M1,L2,D,1,1,0
F,12,10,2,M2,S0,M1,L2,B,1,1.82,0
F,1,2,2,M2,S1,M1,L2,B,2,3.98,0
P,2,0,2,M1,S3,M2,L2,B,0,1.33,0
F,14,14,3,M1,S2,M1,L2,B,0,0.16,0
F,3,14,2,M2,S1,M2,L3,D,0,2,0
F,5,2,2,H1,S2,M2,L1,D,1,1,0
F,7,2,2,M2,S1,M2,L3,D,1,7.11,0
F,6,20,3,C,S1,M0,L1,D,0,1,0
P,14,8,2,M1,S2,M1,L2,B,0,2,0
F,9,20,2,C,S3,M1,L1,B,0,8,0
P,1,8,2,M1,S5,M0,L3,B,0,0.64,0
F,14,0,2,M1,S1,M2,L1,D,0,5.71,0
P,1,10,2,M2,S2,M2,L1,D,0,3,0
F,2,0,2,M2,S2,M2,L2,E,0,2,0
F,2,20,1,M1,S2,M1,L1,B,0,2.15,0
F,4,14,2,M1,S3,M0,L2,D,0,13.04,1
F,10,14,2,C,S1,M0,L2,E,0,1,0
F,3,2,2,M1,S2,M1,L4,D,0,2,0
F,8,10,2,M1,S2,M2,L1,D,0,4.8,0
F,1,4,2,H1,S1,M2,L3,D,5,1,0
F,3,6,2,M2,S1,M3,L2,D,0,5.25,0
F,13,10,3,H1,S2,M3,L2,D,0,0.41,0
F,4,6,2,H1,S2,M3,L3,D,0,1,0
F,5,2,2,M1,S3,M1,L2,B,2,1,0
F,14,4,2,M1,S1,M1,L2,B,1,4.57,0
P,2,2,2,M1,S2,M1,L2,B,1,3,0
F,14,20,3,M2,S2,M3,L1,D,0,1,0
F,5,10,2,M2,S1,M3,L2,D,1,1,0
P,2,0,2,M1,S1,M1,L2,D,1,2,0
F,2,2,2,H1,S1,M3,L2,D,4,2,0
F,1,0,2,H1,S2,M2,L1,E,4,5,0
F,10,10,2,M1,S1,M2,L2,D,1,1,0
F,15,14,2,M1,S3,M1,L1,B,0,5,0
P,9,6,2,M1,S2,M1,L2,B,0,1.43,0
F,4,14,2,M2,S2,M2,L2,D,1,3.96,0
F,9,2,2,M1,S3,M1,L2,D,2,1,0
F,4,4,2,M1,S2,M1,L2,B,2,1,0
P,5,0,2,M1,S3,M1,L2,B,0,2,0
F,1,4,3,M2,S3,M1,L2,D,0,8,0
F,11,6,2,H1,S1,M3,L2,D,1,4,0
F,9,6,1,M1,S2,M0,L2,D,0,1,0
F,4,0,2,M2,S2,M1,L3,D,1,1,0
F,6,4,2,M2,S3,M2,L2,B,0,3,0
F,14,2,2,H1,S2,M3,L2,D,1,0.91,0
P,12,6,2,M1,S5,M2,L2,D,0,2.83,0
F,6,2,2,H1,S1,M2,L2,D,1,1,0
